,b'\x83{\x81[\x83\x8a\x83\x93\x83O',b'PL\x8b\xe6\x95\xaa',recoords
8190,42064,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545682.212033855, 4257799.146010613]]"
8191,42065,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545534.095029498, 4257863.487763577]]"
8192,42066,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545364.023099488, 4257923.641873718]]"
8193,42067,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545137.05404957, 4257927.449466655]]"
8194,42068,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545158.084501088, 4258408.691792558]]"
8195,42069,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545324.754918845, 4258365.6681712875]]"
8196,42070,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545424.63459647, 4258482.554881579]]"
8197,42071,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15545272.492915832, 4257858.9195719855]]"
8198,42072,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15545272.49315128, 4257896.991521322]]"
8199,42073,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544542.730956612, 4258225.940048448]]"
8200,42082,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544140.745394818, 4258644.753284628]]"
8201,42087,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15543800.601961281, 4258720.903072893]]"
8202,42097,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544087.55925972, 4258640.56516003]]"
8203,42098,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544137.653520817, 4258687.777726379]]"
8204,42100,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543960.154656373, 4257923.643913876]]"
8205,42101,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543746.177935794, 4258582.311375654]]"
8206,42102,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543680.619669814, 4258130.377532711]]"
8207,42103,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544818.562065342, 4258913.943417626]]"
8208,42104,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15544375.754608776, 4258744.88991933]]"
8209,42110,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543584.146187877, 4258644.753642582]]"
8210,42112,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542625.559736162, 4258682.828385958]]"
8211,42118,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542563.71681069, 4258872.823033025]]"
8212,42122,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542908.799733708, 4257775.164454543]]"
8213,42123,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542834.895845966, 4257770.595791878]]"
8214,42124,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15543031.564346796, 4258299.422553226]]"
8215,42125,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543180.29993968, 4258290.66555297]]"
8216,42126,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543099.593693826, 4258374.80811996]]"
8217,42127,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543358.412170632, 4258356.532636076]]"
8218,42128,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15543145.048513614, 4258273.1518870415]]"
8219,42129,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543078.257414363, 4258367.19344209]]"
8220,42130,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542648.752532806, 4258858.735178848]]"
8221,42132,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543195.14587563, 4258740.702261708]]"
8222,42133,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542543.613065016, 4258244.977357046]]"
8223,42134,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542611.026807856, 4258742.6058859145]]"
8224,42135,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543621.868045885, 4258211.8536858605]]"
8225,42136,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543250.80537026, 4258673.309809972]]"
8226,42137,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15543509.931376522, 4258430.014866437]]"
8227,42138,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542953.332039226, 4258391.9413164705]]"
8228,42140,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15542953.335683905, 4258886.911255271]]"
8229,42142,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542007.111708313, 4257845.215343924]]"
8230,42145,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542038.035649901, 4258111.721535972]]"
8231,42147,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15541512.669642543, 4258187.866720982]]"
8232,42148,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15542254.49251551, 4258416.307998565]]"
8233,42150,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15541481.750173153, 4258568.60370792]]"
8234,42172,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15541943.722733267, 4258051.947378706]]"
8235,42176,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15541352.49504636, 4258425.825475129]]"
8236,42177,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15541810.451563057, 4258495.120754843]]"
8237,42178,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15541380.016091373, 4258495.500963215]]"
8238,42179,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540430.395099591, 4257769.068752948]]"
8239,42180,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540183.01873469, 4257769.068145793]]"
8240,42183,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540090.25575331, 4258301.702569882]]"
8241,42184,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540708.697088256, 4258340.158233497]]"
8242,42185,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540399.476468349, 4258339.776783917]]"
8243,42207,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540872.277606614, 4258770.017791443]]"
8244,42208,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540808.578016475, 4258758.214347812]]"
8245,42209,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540168.179000217, 4258262.487093065]]"
8246,42210,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540079.124997372, 4258489.786984111]]"
8247,42211,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540371.334386999, 4257834.551909118]]"
8248,42212,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540473.998874007, 4258373.28172495]]"
8249,42213,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15540393.292455224, 4258400.694648569]]"
8250,42244,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15539245.155169796, 4258038.234924996]]"
8251,42245,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15538787.201273015, 4258295.987980864]]"
8252,42246,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537616.801193938, 4257997.112028432]]"
8253,42251,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15538575.079025019, 4258834.7401999915]]"
8254,42270,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15538230.605669003, 4258463.511023592]]"
8255,42271,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537652.052196164, 4257991.4012984745]]"
8256,42272,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15538160.103399195, 4258462.368506818]]"
8257,42273,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15538154.537155684, 4258404.115463574]]"
8258,42274,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537630.716126725, 4258011.198905312]]"
8259,42275,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15538474.888457607, 4258235.831193131]]"
8260,42276,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537663.802808018, 4258023.7628856255]]"
8261,42277,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15537922.004686976, 4258655.405110826]]"
8262,42278,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537724.100515261, 4257976.172529976]]"
8263,42279,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537614.946005903, 4258032.900094075]]"
8264,42280,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536689.139559304, 4257768.676802306]]"
8265,42282,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537091.12696278, 4258035.182940286]]"
8266,42283,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536874.673453499, 4258187.4736345215]]"
8267,42284,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536689.14165781, 4258263.61953152]]"
8268,42285,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536689.143693158, 4258758.584866815]]"
8269,42309,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536732.125558143, 4258811.5095155835]]"
8270,42310,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536728.414840665, 4258800.086917053]]"
8271,42311,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536327.661496032, 4257862.332283865]]"
8272,42312,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536370.333855541, 4257858.144580293]]"
8273,42313,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536351.780308815, 4257779.335705229]]"
8274,42314,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536351.47093325, 4257743.929156691]]"
8275,42315,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536326.733568525, 4257814.361706251]]"
8276,42316,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536382.702385427, 4257804.463262508]]"
8277,42317,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537478.890373675, 4258310.452330256]]"
8278,42318,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536341.267341437, 4257887.07915493]]"
8279,42319,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537461.263676902, 4258071.733845351]]"
8280,42320,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15537355.50891203, 4257750.785267656]]"
8281,42322,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535606.869140366, 4257882.889167849]]"
8282,42323,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535916.089776825, 4257959.034334479]]"
8283,42324,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536163.46611074, 4257997.107489491]]"
8284,42325,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535761.479750497, 4257997.106347488]]"
8285,42327,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535916.09129349, 4258339.764419477]]"
8286,42328,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536163.467765862, 4258415.91260378]]"
8287,42330,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535885.169783553, 4258492.060069181]]"
8288,42331,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535637.793862443, 4258606.282639937]]"
8289,42332,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535545.027695544, 4258606.2824256895]]"
8290,42375,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536148.623204974, 4257909.921784257]]"
8291,42376,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536115.845846985, 4257920.581893834]]"
8292,42377,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536194.078555994, 4257902.307500514]]"
8293,42378,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15536167.17647212, 4257913.729158885]]"
8294,42379,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535136.856004978, 4258399.919046695]]"
8295,42380,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535411.13602248, 4258842.347340865]]"
8296,42381,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535448.551799938, 4258850.343261258]]"
8297,42382,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535196.844895123, 4258433.04353337]]"
8298,42383,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535141.494508168, 4258439.896766136]]"
8299,42384,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535417.320330564, 4258816.456079839]]"
8300,42385,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535345.890741978, 4258899.079631987]]"
8301,42386,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535553.37599672, 4258429.237009272]]"
8302,42387,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535932.481504012, 4258762.009574106]]"
8303,42388,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535102.842228413, 4258554.880838376]]"
8304,42389,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535504.520193618, 4258733.452281131]]"
8305,42390,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15535786.22057257, 4258866.716333113]]"
8306,42391,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15533875.542957991, 4257692.526630211]]"
8307,42392,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534679.207748763, 4257768.670995082]]"
8308,42394,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534648.287209421, 4258225.540813351]]"
8309,42395,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534617.365865031, 4258453.983019859]]"
8310,42396,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534617.36672238, 4258758.580062757]]"
8311,42398,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534215.379799439, 4258872.805779163]]"
8312,42418,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15533942.335742258, 4258112.463048986]]"
8313,42419,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534299.178687558, 4258841.583940434]]"
8314,42420,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534285.263709525, 4258856.052591016]]"
8315,42421,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534292.066641865, 4258876.613416361]]"
8316,42422,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15533981.916650701, 4258359.559094912]]"
8317,42423,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534041.596238872, 4258362.224353092]]"
8318,42424,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15533915.432567036, 4257724.506826049]]"
8319,42425,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534474.196766175, 4258515.2823698735]]"
8320,42426,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534097.254661199, 4257871.083505019]]"
8321,42427,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534572.218800714, 4258175.664851104]]"
8322,42428,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15534596.33902946, 4258539.65001926]]"
8323,42429,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15534624.168787232, 4258480.634902293]]"
8324,42430,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15532947.880095799, 4257768.669564864]]"
8325,42431,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15533318.946203176, 4257920.957224224]]"
8326,42451,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15533148.875201281, 4258295.594912262]]"
8327,42452,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15532870.267339628, 4258580.769887633]]"
8328,42471,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15531944.456667399, 4258107.514745948]]"
8329,42473,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15531309.005148623, 4257997.105783418]]"
8330,42478,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15531030.706312967, 4258339.764460005]]"
8331,42479,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15530814.250962162, 4258339.765108808]]"
8332,42481,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15530443.49450833, 4258568.210759147]]"
8333,42482,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15530257.961217405, 4258568.211311407]]"
8334,42484,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15531370.851957167, 4258796.657455957]]"
8335,42490,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15530285.791871792, 4258768.104077076]]"
8336,42491,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15530201.68319045, 4258699.9500724375]]"
8337,42492,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15530202.611005738, 4258752.112824444]]"
8338,42493,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15529484.905599017, 4258492.065146914]]"
8339,42496,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15529979.661237685, 4258568.21220117]]"
8340,42499,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15529701.361494651, 4258606.287612813]]"
8341,42521,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15529308.030958995, 4258594.485711128]]"
8342,42522,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15529293.805003678, 4258094.197616343]]"
8343,42523,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527815.104083862, 4257768.684138644]]"
8344,42524,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528248.01623893, 4258149.406318603]]"
8345,42525,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528804.616654413, 4258377.845250955]]"
8346,42526,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528619.083544867, 4258415.91951482]]"
8347,42537,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528372.324901454, 4258552.606485701]]"
8348,42540,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527505.882217027, 4257806.756524294]]"
8349,42541,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526794.983356887, 4258453.616812335]]"
8350,42544,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526578.528074428, 4258491.691171518]]"
8351,42558,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527680.283417528, 4257809.801968747]]"
8352,42559,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527383.430480327, 4257837.595033515]]"
8353,42560,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527420.846242912, 4257834.549194155]]"
8354,42561,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526553.47891346, 4257856.632414114]]"
8355,42562,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526713.965077413, 4257858.535678187]]"
8356,42563,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526937.223274795, 4257855.870315689]]"
8357,42564,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527179.962433266, 4257857.392814493]]"
8358,42565,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526915.26848517, 4257834.1693072505]]"
8359,42567,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527404.768714381, 4258417.4455584185]]"
8360,42569,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526951.758240413, 4258286.092060554]]"
8361,42570,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526238.381368747, 4257730.615459451]]"
8362,42571,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525341.638174836, 4257730.235419064]]"
8363,42572,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525527.171612041, 4257844.450455741]]"
8364,42574,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15525496.251099499, 4258301.322861852]]"
8365,42577,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526362.072820758, 4258491.691532592]]"
8366,42579,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526083.773180282, 4258491.691735171]]"
8367,42583,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526145.618583929, 4258796.2893535625]]"
8368,42585,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525372.564444019, 4258834.365033412]]"
8369,42599,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525681.47299664, 4257756.123808063]]"
8370,42600,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525983.892042682, 4257802.951793036]]"
8371,42601,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526255.388973411, 4257844.830550783]]"
8372,42602,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525782.897487516, 4257702.062222397]]"
8373,42604,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525551.60338008, 4258742.984487606]]"
8374,42605,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525769.293322748, 4258119.332866331]]"
8375,42606,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525719.817846118, 4258147.126229919]]"
8376,42607,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525727.551063951, 4258861.779107755]]"
8377,42608,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525676.529408056, 4258849.214231778]]"
8378,42609,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525687.351940963, 4258801.620147638]]"
8379,42610,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525774.861847539, 4258821.419159461]]"
8380,42611,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526038.936742118, 4258696.53276841]]"
8381,42612,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526131.703319693, 4258696.532710773]]"
8382,42613,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526069.85893447, 4258696.53271351]]"
8383,42614,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526131.703341052, 4258734.607669261]]"
8384,42615,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526038.936934475, 4258734.607726402]]"
8385,42616,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524630.42951092, 4258110.957462577]]"
8386,42617,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525156.107326731, 4258339.396700203]]"
8387,42618,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524970.574685516, 4258453.618255332]]"
8388,42619,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524815.964646595, 4258682.064913799]]"
8389,42636,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524912.748781387, 4258063.747225475]]"
8390,42643,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524850.285474973, 4257927.067248872]]"
8391,42644,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524836.988919793, 4257926.305779209]]"
8392,42649,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524852.140890863, 4257973.515395609]]"
8393,42650,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524070.119824365, 4258122.760085834]]"
8394,42651,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524154.227454998, 4257949.910611775]]"
8395,42652,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524038.579722336, 4258244.593855887]]"
8396,42653,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524987.580423966, 4258049.2795314975]]"
8397,42654,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525049.424822714, 4258087.35219276]]"
8398,42655,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525018.502630623, 4258087.352198775]]"
8399,42656,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524956.658523234, 4258125.425034179]]"
8400,42658,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524956.65867506, 4258163.498004399]]"
8401,42659,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525142.191814711, 4258201.570945801]]"
8402,42660,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524987.580969159, 4258201.571154268]]"
8403,42661,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525142.19199155, 4258239.644183485]]"
8404,42662,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522899.095463114, 4257692.163889121]]"
8405,42663,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523548.461657546, 4257844.45087556]]"
8406,42665,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523177.395768743, 4257882.522560385]]"
8407,42667,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522899.09703296, 4258072.884192999]]"
8408,42691,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522896.003332686, 4257706.2502759695]]"
8409,42692,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522879.614464441, 4257683.026731353]]"
8410,42693,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523781.305269787, 4257745.4644584125]]"
8411,42694,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523724.099123515, 4257733.662210504]]"
8412,42695,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523696.57842353, 4257732.139336338]]"
8413,42696,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522156.967390245, 4258682.063858827]]"
